5406:01-16 17:19:10.632  6269  6269 W Looper  : Slow Looper main: Activity com.android.todolist/.MainActivity is 395ms late (wall=0ms running=0ms ClientTransaction{ callbacks=[android.app.servertransaction.TopResumedActivityChangeItem] }) because of 2 msg, msg 1 took 194ms (seq=2 running=177ms runnable=2ms io=1ms late=1ms h=android.app.ActivityThread$H w=110), msg 2 took 228ms (seq=3 running=201ms runnable=3ms io=5ms late=167ms h=android.app.ActivityThread$H w=159)
7720:01-16 17:52:28.560  1801 14461 I ActivityTaskManager: START u0 {act=android.settings.APPLICATION_DETAILS_SETTINGS dat=package:com.android.todolist flg=0x10008000 cmp=com.android.settings/.applications.InstalledAppDetails} from uid 10025
27140:01-16 18:31:54.595  1801  1947 W BroadcastQueueInjector: Unable to launch app ru.yandex.yandexnavi/10219 for broadcast Intent { act=android.intent.action.PACKAGE_FULLY_REMOVED dat=package:com.android.todolist flg=0x5000010 (has extras) }: process is not permitted to  auto start
33288:01-16 19:08:22.299 31621 31639 D IconCustomizer: Generate customized icon for com.android.todolist.png
33831:01-16 19:08:25.836 31797 31797 I Finsky  : [2] vvq.c(6): Install-time verification requested for package com.android.todolist, id = 137
33875:01-16 19:08:26.836 31797 31827 I Finsky  : [24180] vyl.c(3): Verify: Verification package=com.android.todolist, id=137 response=0
34044:01-16 19:08:27.232  1801  1985 I InstallationStatistic: com.android.todolist|null|5566|321|46|3272|1510|0
34051:01-16 19:08:27.249  1801  3284 I MiuiCompatModePackages: package com.android.todolist updated, removing config
34052:01-16 19:08:27.255  4918  4918 I GsaVoiceInteractionSrv: O received Intent { act=android.intent.action.PACKAGE_ADDED dat=package:com.android.todolist flg=0x4000010 (has extras) }
34053:01-16 19:08:27.256  6182  6182 I WakePathManager: PackageMonitor. onPackageAdded: packageName =com.android.todolist
34060:01-16 19:08:27.286 12799 12799 D Avrcp_ext: AvrcpServiceBroadcastReceiver-> packageName: com.android.todolist
34061:01-16 19:08:27.286 12799 12799 D Avrcp_ext: packageName: com.android.todolist removed: false
34071:01-16 19:08:27.319 12799 12799 D BluetoothMapAppObserver: The installed package is: com.android.todolist
34076:01-16 19:08:27.331  1801  1947 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.intent.action.PACKAGE_ADDED dat=package:com.android.todolist flg=0x4000010 (has extras) } to com.lbe.security.miui/com.lbe.security.service.BootReceiver
34079:01-16 19:08:27.332 31797 31797 I Finsky  : [2] nps.n(8): Invalidating cached PackageState for com.android.todolist
34083:01-16 19:08:27.333  1801  1947 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.intent.action.PACKAGE_ADDED dat=package:com.android.todolist flg=0x4000010 (has extras) } to com.google.android.packageinstaller/com.android.packageinstaller.PackageInstalledReceiver
34085:01-16 19:08:27.347  3860  3860 D ImsResolver: maybeAddedImsService, packageName: com.android.todolist
34110:01-16 19:08:27.383  6182 31920 I WakePathManager: request: ["ru.alfastrah.app","com.skype.raider","ru.litres.android","com.playstation.frantics","ru.appvise.wordwide","ru.labirint.android","cn.wps.xiaomi.abroad.lite","com.yousician.yousician","com.vkontakte.android","com.google.android.apps.googleassistant","org.telegram.messenger","ru.usetech.velobike","ru.profi.client","com.puzzleenglish.main","com.qrolic.reminderapp","com.xe.currency","ru.foodfox.client","ru.promtech.vsempodryad","sixpack.sixpackabs.absworkout","grit.storytel.app","com.citymobil","org.torproject.torbrowser_alpha","com.android.todolist","com.whatsapp","com.wallpaperscraft.wallpaper","com.google.android.apps.docs.editors.sheets","com.ewa.ewaapp","com.appxy.tinyscanner","com.discord","ru.yandex.mobile.gasstations","com.blogspot.formyandroid.oknoty","ru.mosparking.appnew","ru.ucb.android","com.microsoft.office.excel","ru.rzd.pass","ru.kinohod.android","com.pinbonus2","ru.sitesoft.fssp","ru.yandex.translate","com.kostosha.poliglot16.lite","com.allgoritm.youla","ru.more.play","ru.rostel","us.zoom.videomeetings","com.profibackoffice.reactnative","ru.beru.android","ru.aviasales","com.digibites.accubattery","com.ea.game.easportsufc_row","com.yandex.mobile.drive","com.mfashiongallery.emag","com.uma.musicvk","ru.yandex.taxi","com.google.android.apps.tachyon","com.quvideo.xiaoying","com.koushikdutta.vysor","ru.starline","com.miui.virtualsim","com.PuzzleEnglish.Teacher","ua.kulya.speechway","com.setinbox.game","com.microsoft.office.outlook","im.johngalt.selvi","org.readera","com.miui.android.fashiongallery","ru.gibdd_pay.app","ru.auto.ara","ru.beeline.services","com.google.android.music","jbl.stc.com","com.softissimo.reverso.context","com.promwad.demchog","com.wildberries.ru","ru.ozon.app.android","skyeng.words.prod","com.dropbox.android","com.apple.movetoios","ru.yandex.yandexmaps","ru.yandex.yandexnavi","ru.leroymerlin.mobile","net.sourceforge.opencamera","ru.mt.mobilecabinet","com.google.android.apps.docs","uk.co.bbc.learningenglish","com.edadeal.android","com.microsoft.office.word","ru.mw","com.owlylabs.transurfingfree","ru.rostaxes.android","com.microsoft.office.powerpoint","ru.neopharm.stolichki","net.zedge.android","com.ovelin.guitartuna","com.mobiletrendyapps.speaker.cleaner.remove.water","com.google.android.apps.walletnfcrel","com.google.android.videos","com.mi.global.bbs","ru.farpost.dromfilter","centrida.neftmagistral","com.miui.enbbs","com.google.android.apps.photos","com.google.android.calendar","ru.yandex.metro","ru.yandex.searchplugin","ru.devcluster.sushiwok","com.lightricks.pixaloop","com.facebook.katana","com.quizlet.quizletandroid","com.comuto","com.carshering","ru.fdoctor.fdocmob","ru.onlime.my.app","com.adidas.app","ru.belkacar.belkacar","com.anydo","org.menuforyou.loyalty","com.google.android.apps.translate","ru.sbcs.store","com.rubetek.client","ru.zengalt.simpler","com.yandex.lavka","com.google.android.inputmethod.pinyin","com.my.games.vendorapp","com.avito.android","com.google.android.apps.books","com.binance.dev","com.booking","splits.splitstraining.dothesplits.splitsin30days","com.yandex.browser","me.mycake","com.deliveryclub","ru.tele2.mytele2","ru.yandex.yandexbus","com.tvoytrener.timkoilia","ru.mnemocon.application","com.google.android.apps.youtube.music","ru.watchmyph.analogilekarstv","ru.hh.android","ru.kfc.kfc_delivery","com.google.android.play.games","com.tenday.go","ru.dublgis.dgismobile","com.playstation.knowledge","com.miui.newmidrive","ru.sberbankmobile","com.runtastic.android","ru.fns.lkfl","ru.raiffeisennews","com.sebbia.delivery.client"]
34300:01-16 19:08:27.422  1801  1846 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.intent.action.PACKAGE_ADDED dat=package:com.android.todolist flg=0x4000010 (has extras) } to com.android.vending/com.google.android.finsky.packagemanager.impl.PackageMonitorReceiverImpl$RegisteredReceiver
34302:01-16 19:08:27.426  1801  1947 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.intent.action.PACKAGE_ADDED dat=package:com.android.todolist flg=0x4000010 (has extras) } to com.facebook.appmanager/com.facebook.oxygen.common.packages.event.manifest.ManifestPackageEventReceiver
34303:01-16 19:08:27.427  1801  1947 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.intent.action.PACKAGE_ADDED dat=package:com.android.todolist flg=0x4000010 (has extras) } to com.google.android.gms/.games.chimera.GamesSystemBroadcastReceiverProxy
34304:01-16 19:08:27.427  1801  1947 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.intent.action.PACKAGE_ADDED dat=package:com.android.todolist flg=0x4000010 (has extras) } to com.google.android.gms/.gass.chimera.PackageChangeBroadcastReceiver
34305:01-16 19:08:27.427  1801  1947 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.intent.action.PACKAGE_ADDED dat=package:com.android.todolist flg=0x4000010 (has extras) } to com.google.android.gms/.chimera.GmsIntentOperationService$PersistentTrustedReceiver
34306:01-16 19:08:27.427  1801  1947 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.intent.action.PACKAGE_ADDED dat=package:com.android.todolist flg=0x4000010 (has extras) } to com.google.android.googlequicksearchbox/com.google.android.apps.gsa.googlequicksearchbox.GelStubAppWatcher
34307:01-16 19:08:27.427  1801  1947 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.intent.action.PACKAGE_ADDED dat=package:com.android.todolist flg=0x4000010 (has extras) } to com.miui.audioeffect/com.android.musicfx.Compatibility$Receiver
34308:01-16 19:08:27.428  1801  1947 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.intent.action.PACKAGE_ADDED dat=package:com.android.todolist flg=0x4000010 (has extras) } to com.miui.global.packageinstaller/.AppInstalledReceiver
34309:01-16 19:08:27.428  1801  1947 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.intent.action.PACKAGE_ADDED dat=package:com.android.todolist flg=0x4000010 (has extras) } to com.xiaomi.discover/com.xiaomi.market.data.MyPackageMonitor
34310:01-16 19:08:27.430 31797 31845 I Finsky  : [24187] etu.a(5): AIM: AppInfoManager-Perf > OnDeviceAppInfo > cacheHitCount=0, cacheMissCount=1. Missed  in cache (limit 10) : [com.android.todolist]
34322:01-16 19:08:27.470 20598 31941 W GCM     : Unexpected forwarded intent: Intent { act=android.intent.action.PACKAGE_ADDED dat=package:com.android.todolist flg=0x4000010 pkg=com.google.android.gms cmp=com.google.android.gms/.chimera.PersistentIntentOperationService (has extras) }
34323:01-16 19:08:27.471 20598 31133 I FontLog : Package com.android.todolist has no metadata [CONTEXT service_id=132 ]
34324:01-16 19:08:27.473 20598 31941 W GCM     : Unexpected forwarded intent: Intent { act=android.intent.action.PACKAGE_ADDED dat=package:com.android.todolist flg=0x4000010 pkg=com.google.android.gms cmp=com.google.android.gms/.chimera.PersistentIntentOperationService (has extras) }
34360:01-16 19:08:27.576 15431 31970 D IconCustomizer: Generate customized icon for com.android.todolist.png
34399:01-16 19:08:27.719 31797 31847 D IconCustomizer: Generate customized icon for com.android.todolist.png
34400:01-16 19:08:27.720 31797 31797 I Finsky  : [2] VerifyInstallTask.mF(6): Verification complete: id=137, package_name=com.android.todolist
34401:01-16 19:08:27.733  1801  1947 W XSpaceManagerService: update XSpace App: packageName:com.android.todolist, user:UserHandle{0}, action:android.intent.action.PACKAGE_ADDED
34407:01-16 19:08:27.751 31797 31998 I Finsky  : [24240] fbq.accept(35): Asset module storage cleared for package com.android.todolist.
34408:01-16 19:08:27.761  3653  3653 D Launcher: addItemToWorkspace, add item into db, item=ShortcutInfo, id=-1, itemType=0, user=UserHandle{0}, mIconType=0, pkgName=com.android.todolist, className=com.android.todolist.MainActivity, screenId=11, container=-100, cellX=2, cellY=3, spanX=1, spanY=1, isLandscapePos=false
34409:01-16 19:08:27.762  3653  3653 D Launcher.Model: Insert item com.android.todolist to database (2, 3) of screen 11
34411:01-16 19:08:27.762  3653  3760 D Launcher.ShortcutInfo: onAddToDatabase, this=ShortcutInfo, id=406, itemType=0, user=UserHandle{0}, mIconType=0, pkgName=com.android.todolist, className=com.android.todolist.MainActivity, screenId=11, container=-100, cellX=2, cellY=3, spanX=1, spanY=1, isLandscapePos=false
34412:01-16 19:08:27.762  3653  3653 D Launcher.CellLayout: updateCellOccupiedMarks, update, ShortcutInfo, id=406, itemType=0, user=UserHandle{0}, mIconType=0, pkgName=com.android.todolist, className=com.android.todolist.MainActivity, screenId=11, container=-100, cellX=2, cellY=3, spanX=1, spanY=1, isLandscapePos=false
34416:01-16 19:08:27.778  3653  3653 D Launcher.CellLayout: updateCellOccupiedMarks, update, ShortcutInfo, id=406, itemType=0, user=UserHandle{0}, mIconType=0, pkgName=com.android.todolist, className=com.android.todolist.MainActivity, screenId=11, container=-100, cellX=2, cellY=3, spanX=1, spanY=1, isLandscapePos=false
34498:01-16 19:08:28.246  1801  3783 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.intent.action.PACKAGE_ADDED dat=package:com.android.todolist flg=0x4000010 (has extras) } to com.facebook.katana/com.facebook.feed.platformads.AppInstallReceiver
34499:01-16 19:08:28.247  1801  1947 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.intent.action.PACKAGE_ADDED dat=package:com.android.todolist flg=0x4000010 (has extras) } to com.microsoft.office.excel/com.microsoft.office.notification.SystemBroadcastReceiver
34500:01-16 19:08:28.247  1801  1947 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.intent.action.PACKAGE_ADDED dat=package:com.android.todolist flg=0x4000010 (has extras) } to com.microsoft.office.excel/com.microsoft.aad.adal.ApplicationReceiver
34501:01-16 19:08:28.247  1801  1947 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.intent.action.PACKAGE_ADDED dat=package:com.android.todolist flg=0x4000010 (has extras) } to com.microsoft.office.outlook/com.microsoft.aad.adal.ApplicationReceiver
34502:01-16 19:08:28.248  1801  1947 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.intent.action.PACKAGE_ADDED dat=package:com.android.todolist flg=0x4000010 (has extras) } to com.microsoft.office.powerpoint/com.microsoft.office.notification.SystemBroadcastReceiver
34503:01-16 19:08:28.248  1801  1947 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.intent.action.PACKAGE_ADDED dat=package:com.android.todolist flg=0x4000010 (has extras) } to com.microsoft.office.powerpoint/com.microsoft.aad.adal.ApplicationReceiver
34504:01-16 19:08:28.248  1801  1947 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.intent.action.PACKAGE_ADDED dat=package:com.android.todolist flg=0x4000010 (has extras) } to ru.sberbankmobile/com.kavsdk.AppInstallationReceiver
34648:01-16 19:08:28.867 32035 32035 I FindDeviceGNReceiver: isReplace: false, packageName: package:com.android.todolist. 
35074:01-16 19:08:33.319  3653  3653 D Launcher.CellLayout: touch item:ShortcutInfo, id=406, itemType=0, user=UserHandle{0}, mIconType=0, pkgName=com.android.todolist, className=com.android.todolist.MainActivity, screenId=11, container=-100, cellX=2, cellY=3, spanX=1, spanY=1, isLandscapePos=false
35093:01-16 19:08:33.384  1801  4994 I ActivityTaskManager: START u0 {act=android.intent.action.MAIN cat=[android.intent.category.LAUNCHER] flg=0x10200000 cmp=com.android.todolist/.MainActivity bnds=[585,1006][753,1174] (has extras)} from uid 10025
35095:01-16 19:08:33.414  3653  3653 D Launcher.ShortcutInfo: onAddToDatabase, this=ShortcutInfo, id=406, itemType=0, user=UserHandle{0}, mIconType=0, pkgName=com.android.todolist, className=com.android.todolist.MainActivity, screenId=11, container=-100, cellX=2, cellY=3, spanX=1, spanY=1, isLandscapePos=false
35097:01-16 19:08:33.414  3653  3653 D Launcher.Model: updateItemInDatabase, item=ShortcutInfo, id=406, itemType=0, user=UserHandle{0}, mIconType=0, pkgName=com.android.todolist, className=com.android.todolist.MainActivity, screenId=11, container=-100, cellX=2, cellY=3, spanX=1, spanY=1, isLandscapePos=false
35106:01-16 19:08:33.426  2572  5690 D AppStatChecker: first launch package: com.android.todolist
35113:01-16 19:08:33.468   669   669 D OemNetd : setPidForPackage: packageName=com.android.todolist, pid=32291, pid=10407
35114:01-16 19:08:33.468  1801  1950 I ActivityManager: Start proc 32291:com.android.todolist/u0a407 for activity {com.android.todolist/com.android.todolist.MainActivity} caller=com.miui.home
35124:01-16 19:08:33.537 31214 19803 D AutoInstallService: onForegroundInfoChanged: com.android.todolist
35126:01-16 19:08:33.536 31532 31549 I GST     : forePkg: com.android.todolist, preForePkg: com.miui.home
35145:01-16 19:08:33.556  9530  9530 D TouchAssistant: getPackageNameFromPid packageName:com.android.todolist
35146:01-16 19:08:33.556  9530  9530 D TouchAssistant: onTopAppChanged packageName:com.android.todolist
35201:01-16 19:08:33.730 32304 32304 D AppActiveReceiver: receive app active broadcast for: com.android.todolist, install from: null
35204:01-16 19:08:33.744 32291 32380 E Perf    : Fail to get file list com.android.todolist
35206:01-16 19:08:33.744 32291 32380 E Perf    : Fail to get file list com.android.todolist
35219:01-16 19:08:33.811 32291 32291 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@a45e646
35221:01-16 19:08:33.816 32291 32291 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@a45e646
35222:01-16 19:08:33.817 32291 32291 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@a45e646
35223:01-16 19:08:33.819 32291 32291 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@a45e646
35226:01-16 19:08:33.830 32291 32291 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@a45e646
35227:01-16 19:08:33.837 32291 32291 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@a45e646
35228:01-16 19:08:33.838 32291 32291 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@a45e646
35231:01-16 19:08:33.858 32291 32291 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@a45e646
35234:01-16 19:08:33.874 32291 32291 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@a45e646
35235:01-16 19:08:33.887 32291 32291 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@a45e646
35236:01-16 19:08:33.902 32291 32291 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@a45e646
35237:01-16 19:08:33.907 32291 32291 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@a45e646
35238:01-16 19:08:33.915 32291 32291 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@a45e646
35239:01-16 19:08:33.922 32291 32291 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@a45e646
35241:01-16 19:08:33.923 32291 32291 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@a45e646
35242:01-16 19:08:33.928 32291 32291 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@a45e646
35245:01-16 19:08:33.982  3653  3653 D RecentsImpl: mActivityStateObserver com.android.todolist.MainActivity
35246:01-16 19:08:33.982  3653  3653 W RecentsImpl: onResumed className=com.android.todolist.MainActivity   mIsInAnotherPro=false
35247:01-16 19:08:33.983 32291 32291 W Looper  : Slow Looper main: Activity com.android.todolist/.MainActivity is 444ms late (wall=0ms running=0ms ClientTransaction{ callbacks=[android.app.servertransaction.TopResumedActivityChangeItem] }) because of 3 msg, msg 2 took 203ms (seq=2 running=187ms runnable=1ms io=1ms late=3ms h=android.app.ActivityThread$H w=110), msg 3 took 240ms (seq=3 running=211ms runnable=4ms io=4ms late=204ms h=android.app.ActivityThread$H w=159)
35259:01-16 19:08:34.023 32291 32291 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@a45e646
35260:01-16 19:08:34.028 32291 32291 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@a45e646
35261:01-16 19:08:34.034 32291 32291 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@a45e646
35262:01-16 19:08:34.042 32291 32291 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@a45e646
35263:01-16 19:08:34.044 32291 32291 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@a45e646
35264:01-16 19:08:34.055 32291 32291 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@a45e646
35269:01-16 19:08:34.131  1801  1937 I Timeline: Timeline: Activity_windows_visible id: ActivityRecord{df3ee4c u0 com.android.todolist/.MainActivity t12342} time:80590311
35277:01-16 19:08:34.189  9530  9530 D TouchAssistant: topActivity.getPackageName(),packageName:com.android.todolist
35278:01-16 19:08:34.189  9530  9530 D TouchAssistant: onTopAppChanged packageName:com.android.todolist
35356:01-16 19:08:42.578  1074  7252 V installd: DexInv: --- BEGIN '/data/app/com.android.todolist-7Bx7nJwJOly-dXc81_gfxw==/base.apk' ---
35358:01-16 19:08:42.723 32426 32426 I dex2oat : /apex/com.android.runtime/bin/dex2oat --input-vdex-fd=-1 --output-vdex-fd=11 --call-from-installd=1 --resolve-startup-const-strings=true --max-image-block-size=524288 --compiler-filter=quicken -j6 --debuggable --classpath-dir=/data/app/com.android.todolist-7Bx7nJwJOly-dXc81_gfxw== --class-loader-context=PCL[] --generate-mini-debug-info --compilation-reason=unknown
35370:01-16 19:08:43.817  1074  7252 V installd: DexInv: --- END '/data/app/com.android.todolist-7Bx7nJwJOly-dXc81_gfxw==/base.apk' (success) ---
35555:01-16 19:09:16.586 32291 32291 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@a45e646
35556:01-16 19:09:16.587 32291 32291 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@a45e646
35569:01-16 19:09:18.106 32291 32291 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@a45e646
35577:01-16 19:09:18.151 19066 19066 I AndroidIME: AbstractIme.onActivate():86 LatinIme.onActivate() : EditorInfo = inputType=Text imeActionName=DONE dump=[inputType=0x61 imeOptions=0x6 privateImeOptions=null actionLabel=null actionId=0 initialSelStart=0 initialSelEnd=0 initialCapsMode=0x0 hintText=Name list label=null packageName=com.android.todolist fieldId=2131230821 fieldName=null extras=null hintLocales=null contentMimeTypes=null ], IncognitoMode = false, DeviceLocked = false
35610:01-16 19:09:18.207 20598 27810 W okt     : Infinite Data has no result for com.android.todolist [CONTEXT service_id=177 ]
35611:01-16 19:09:18.207 20598 27811 W okt     : Infinite Data has no result for com.android.todolist [CONTEXT service_id=177 ]
35618:01-16 19:09:18.246 20598 19676 W okt     : Infinite Data has no result for com.android.todolist [CONTEXT service_id=177 ]
35621:01-16 19:09:18.247 20598 19676 W okt     : Infinite Data has no result for com.android.todolist [CONTEXT service_id=177 ]
35632:01-16 19:09:18.601 32291 32382 W RenderInspector: DequeueBuffer time out on com.android.todolist/com.android.todolist.MainActivity, count=7, avg=18 ms, max=23 ms.
36013:01-16 19:10:00.045 32291 32291 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@a45e646
36014:01-16 19:10:00.047 32291 32291 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@a45e646
36015:01-16 19:10:00.050 32291 32291 D ForceDarkHelper: updateByCheckExcludeList: pkg: com.android.todolist activity: com.android.todolist.MainActivity@a45e646
36022:01-16 19:10:00.250 32291 32382 W RenderInspector: DequeueBuffer time out on com.android.todolist/com.android.todolist.MainActivity, count=1, avg=20 ms, max=20 ms.
36320:01-16 19:10:01.501 31532 31549 I GST     : forePkg: com.miui.home, preForePkg: com.android.todolist
44987:01-16 19:17:12.967  3653  3653 D Launcher.CellLayout: touch item:ShortcutInfo, id=406, itemType=0, user=UserHandle{0}, mIconType=0, pkgName=com.android.todolist, className=com.android.todolist.MainActivity, screenId=11, container=-100, cellX=2, cellY=3, spanX=1, spanY=1, isLandscapePos=false
45000:01-16 19:17:13.285  3653  3653 D Launcher.CellLayout: updateCellOccupiedMarks, remove, ShortcutInfo, id=406, itemType=0, user=UserHandle{0}, mIconType=0, pkgName=com.android.todolist, className=com.android.todolist.MainActivity, screenId=11, container=-100, cellX=2, cellY=3, spanX=1, spanY=1, isLandscapePos=false
45005:01-16 19:17:13.287  3653  3653 D Launcher_DragView: new DragView:ShortcutInfo, id=406, itemType=0, user=UserHandle{0}, mIconType=0, pkgName=com.android.todolist, className=com.android.todolist.MainActivity
45016:01-16 19:17:13.303  3653  3653 D Launcher.CellLayout: updateCellOccupiedMarks, remove, ShortcutInfo, id=406, itemType=0, user=UserHandle{0}, mIconType=0, pkgName=com.android.todolist, className=com.android.todolist.MainActivity, screenId=11, container=-100, cellX=2, cellY=3, spanX=1, spanY=1, isLandscapePos=false
45035:01-16 19:17:13.857  3653  3653 D Launcher.ShortcutMenu: hide ShortcutMenu, pkgName=com.android.todolist, reason=drag_over_threshold
45074:01-16 19:17:14.742  3653  3653 D Launcher.DragController: drop, from=ShortcutInfo, id=406, itemType=0, user=UserHandle{0}, mIconType=0, pkgName=com.android.todolist, className=com.android.todolist.MainActivity, screenId=11, container=-100, cellX=2, cellY=3, spanX=1, spanY=1, isLandscapePos=false
45080:01-16 19:17:14.787  3653  3653 W System.err: android.content.pm.PackageManager$NameNotFoundException: com.android.todolist
45140:01-16 19:17:14.790  3653  3653 D Launcher.DragController: drop succeed, to ShortcutInfo, id=406, itemType=0, user=UserHandle{0}, mIconType=0, pkgName=com.android.todolist, className=com.android.todolist.MainActivity, screenId=11, container=-100, cellX=2, cellY=3, spanX=1, spanY=1, isLandscapePos=false
45282:01-16 19:17:15.984  3653  3653 W System.err: android.content.pm.PackageManager$NameNotFoundException: com.android.todolist
45306:01-16 19:17:15.986  3653  3760 D Launcher.Model: Got broadcast:Intent { act=android.intent.action.PACKAGE_REMOVED dat=package:com.android.todolist (has extras) }
45307:01-16 19:17:15.990  1801  1947 I ActivityManager: Force stopping com.android.todolist appid=10407 user=0: deletePackageX
45308:01-16 19:17:15.993  1801  1947 I ActivityManager: Killing 32291:com.android.todolist/u0a407 (adj 900): stop com.android.todolist: deletePackageX
45311:01-16 19:17:16.010  3653  3760 D Launcher.LauncherUtils: android.content.pm.PackageManager$NameNotFoundException: com.android.todolist
45323:01-16 19:17:16.010  3653  3760 D Launcher.LauncherUtils: app(com.android.todolist|UserHandle{0}) isDisable=false, backupProcessingPkg=null
45324:01-16 19:17:16.011  1801  1947 W ActivityTaskManager: Force removing ActivityRecord{df3ee4c u0 com.android.todolist/.MainActivity t12342 f}: app died, no saved state
45326:01-16 19:17:16.011  3653  3760 D Launcher.LauncherUtils: android.content.pm.PackageManager$NameNotFoundException: com.android.todolist
45338:01-16 19:17:16.012  3653  3760 D AutoInstallsParser: isPAIPackageName: com.android.todolist
45340:01-16 19:17:16.023  3653  3760 D Launcher.Model: onReceiveBackground, mAllAppsList=add=[], remove=[(0, AppInfo, id=-1, itemType=0, user=UserHandle{0}, mIconType=0, pkgName=com.android.todolist, className=com.android.todolist.MainActivity, screenId=-1, container=-1, cellX=-1, cellY=-1, spanX=1, spanY=1, isLandscapePos=false)], modified=[]
45341:01-16 19:17:16.037  3653  3653 D Launcher: remove icon when bind apps removed:ShortcutInfo, id=406, itemType=0, user=UserHandle{0}, mIconType=0, pkgName=com.android.todolist, className=com.android.todolist.MainActivity, screenId=11, container=-100, cellX=2, cellY=3, spanX=1, spanY=1, isLandscapePos=false
45342:01-16 19:17:16.038  3653  3653 D Launcher: removeShortcutIcon, info=(ShortcutInfo, id=406, itemType=0, user=UserHandle{0}, mIconType=0, pkgName=com.android.todolist, className=com.android.todolist.MainActivity, screenId=11, container=-100, cellX=2, cellY=3, spanX=1, spanY=1, isLandscapePos=false), addedLater=false, removeFromDB=true
45344:01-16 19:17:16.038  3653  3653 D Launcher.Model: deleteItemFromDatabase, item=ShortcutInfo, id=406, itemType=0, user=UserHandle{0}, mIconType=0, pkgName=com.android.todolist, className=com.android.todolist.MainActivity, screenId=11, container=-100, cellX=2, cellY=3, spanX=1, spanY=1, isLandscapePos=false
45361:01-16 19:17:16.327  3653  3925 E IconLoader: Unexpected null component name or activity info: ComponentInfo{com.android.todolist/com.android.todolist.MainActivity}, null
